1,2261,37.6833333333
2,3038,50.6333333333
3,2611,43.5166666667
4,3055,50.9166666667
5,3030,50.5
6,2100,35.0
7,3598,59.9666666667
8,2788,46.4666666667
9,2255,37.5833333333
10,2207,36.7833333333
11,2611,43.5166666667
12,2461,41.0166666667
13,3072,51.2
14,2962,49.3666666667
15,1838,30.6333333333
16,2417,40.2833333333
17,1649,27.4833333333
18,2589,43.15
19,1937,32.2833333333
20,440,7.33333333333
21,2292,38.2
22,1765,29.4166666667
23,2842,47.3666666667
24,2839,47.3166666667
25,2473,41.2166666667
26,2188,36.4666666667
27,2737,45.6166666667
28,2941,49.0166666667
29,2162,36.0333333333
30,1936,32.2666666667
31,1980,33.0
32,3085,51.4166666667
33,2675,44.5833333333
34,2511,41.85
35,2763,46.05
36,2972,49.5333333333
