1,2164,36.0666666667
2,2130,35.5
3,2295,38.25
4,2203,36.7166666667
5,1741,29.0166666667
6,1943,32.3833333333
7,2076,34.6
8,2392,39.8666666667
9,2173,36.2166666667
10,2560,42.6666666667
11,2235,37.25
12,1798,29.9666666667
13,1570,26.1666666667
14,2138,35.6333333333
15,1756,29.2666666667
16,2253,37.55
17,2580,43.0
18,2029,33.8166666667
19,2353,39.2166666667
20,2393,39.8833333333
21,1669,27.8166666667
22,2350,39.1666666667
23,1774,29.5666666667
24,2653,44.2166666667
25,2433,40.55
26,1869,31.15
27,1916,31.9333333333
28,1882,31.3666666667
29,2312,38.5333333333
30,1651,27.5166666667
31,2253,37.55
32,2446,40.7666666667
