1,1525,25.4166666667
2,1462,24.3666666667
3,999,16.65
4,1370,22.8333333333
5,1583,26.3833333333
6,1403,23.3833333333
7,1275,21.25
8,1560,26.0
9,1236,20.6
10,1342,22.3666666667
11,1550,25.8333333333
12,1179,19.65
13,1567,26.1166666667
14,1459,24.3166666667
15,1664,27.7333333333
16,1245,20.75
17,1662,27.7
18,1405,23.4166666667
19,1262,21.0333333333
20,1553,25.8833333333
21,1259,20.9833333333
22,1349,22.4833333333
23,1084,18.0666666667
24,1035,17.25
25,1126,18.7666666667
26,1524,25.4
27,1599,26.65
28,1309,21.8166666667
29,1304,21.7333333333
