1,2668,44.4666666667
2,3292,54.8666666667
3,3077,51.2833333333
4,3001,50.0166666667
5,2784,46.4
6,2125,35.4166666667
7,2075,34.5833333333
8,1784,29.7333333333
9,3017,50.2833333333
10,2964,49.4
11,2363,39.3833333333
12,2121,35.35
13,3217,53.6166666667
14,432,7.2
15,3329,55.4833333333
16,2736,45.6
17,1897,31.6166666667
18,2750,45.8333333333
19,2782,46.3666666667
20,2021,33.6833333333
21,3418,56.9666666667
22,2673,44.55
23,2355,39.25
24,2776,46.2666666667
25,2319,38.65
26,2113,35.2166666667
27,2362,39.3666666667
28,2208,36.8
29,2497,41.6166666667
