1,1331,22.1833333333
2,1507,25.1166666667
3,1410,23.5
4,1145,19.0833333333
5,1344,22.4
6,1007,16.7833333333
7,1408,23.4666666667
8,1622,27.0333333333
9,1700,28.3333333333
10,1739,28.9833333333
11,1005,16.75
12,1443,24.05
13,1446,24.1
14,1270,21.1666666667
15,1201,20.0166666667
16,1388,23.1333333333
17,1266,21.1
18,1307,21.7833333333
19,1752,29.2
20,1464,24.4
21,1486,24.7666666667
22,1114,18.5666666667
23,1585,26.4166666667
24,1464,24.4
25,1408,23.4666666667
26,1145,19.0833333333
27,1355,22.5833333333
28,1483,24.7166666667
