1,3026,50.4333333333
2,2455,40.9166666667
3,1240,20.6666666667
4,2295,38.25
5,2797,46.6166666667
6,2441,40.6833333333
7,2359,39.3166666667
8,2928,48.8
9,2625,43.75
10,2555,42.5833333333
11,516,8.6
12,2738,45.6333333333
13,1572,26.2
14,2617,43.6166666667
15,1861,31.0166666667
16,2846,47.4333333333
17,2102,35.0333333333
18,2355,39.25
19,2607,43.45
20,1240,20.6666666667
21,1876,31.2666666667
22,2837,47.2833333333
23,2343,39.05
24,1794,29.9
25,3144,52.4
26,2751,45.85
27,2455,40.9166666667
28,2444,40.7333333333
29,3306,55.1
30,2494,41.5666666667
31,1971,32.85
32,2615,43.5833333333
33,2539,42.3166666667
34,2928,48.8
35,3099,51.65
36,2813,46.8833333333
37,1450,24.1666666667
